path,text,num_frames,height,width,aspect_ratio,resolution,sample,split,mask_strategy
/data/pisa/training_data/psft/00073,a video of an object dropping,32,256,256,1.0,65536,00073,train,0
/data/pisa/training_data/psft/00074,a video of an object dropping,32,256,256,1.0,65536,00074,train,0
/data/pisa/training_data/psft/00075,a video of an object dropping,32,256,256,1.0,65536,00075,train,0
/data/pisa/training_data/psft/00076,a video of an object dropping,32,256,256,1.0,65536,00076,train,0
/data/pisa/training_data/psft/00077,a video of an object dropping,32,256,256,1.0,65536,00077,train,0
/data/pisa/training_data/psft/00078,a video of an object dropping,32,256,256,1.0,65536,00078,train,0
/data/pisa/training_data/psft/00079,a video of an object dropping,32,256,256,1.0,65536,00079,train,0
/data/pisa/training_data/psft/00080,a video of an object dropping,32,256,256,1.0,65536,00080,train,0
/data/pisa/training_data/psft/00081,a video of an object dropping,32,256,256,1.0,65536,00081,train,0
/data/pisa/training_data/psft/00082,a video of an object dropping,32,256,256,1.0,65536,00082,train,0
/data/pisa/training_data/psft/00083,a video of an object dropping,32,256,256,1.0,65536,00083,train,0
/data/pisa/training_data/psft/00084,a video of an object dropping,32,256,256,1.0,65536,00084,train,0
/data/pisa/training_data/psft/00085,a video of an object dropping,32,256,256,1.0,65536,00085,train,0
/data/pisa/training_data/psft/00086,a video of an object dropping,32,256,256,1.0,65536,00086,train,0
/data/pisa/training_data/psft/00087,a video of an object dropping,32,256,256,1.0,65536,00087,train,0
/data/pisa/training_data/psft/00088,a video of an object dropping,32,256,256,1.0,65536,00088,train,0
/data/pisa/training_data/psft/00089,a video of an object dropping,32,256,256,1.0,65536,00089,train,0
/data/pisa/training_data/psft/00090,a video of an object dropping,32,256,256,1.0,65536,00090,train,0
/data/pisa/training_data/psft/00091,a video of an object dropping,32,256,256,1.0,65536,00091,train,0
/data/pisa/training_data/psft/00092,a video of an object dropping,32,256,256,1.0,65536,00092,train,0
/data/pisa/training_data/psft/00093,a video of an object dropping,32,256,256,1.0,65536,00093,train,0
/data/pisa/training_data/psft/00094,a video of an object dropping,32,256,256,1.0,65536,00094,train,0
/data/pisa/training_data/psft/00095,a video of an object dropping,32,256,256,1.0,65536,00095,train,0
/data/pisa/training_data/psft/00096,a video of an object dropping,32,256,256,1.0,65536,00096,train,0
/data/pisa/training_data/psft/00097,a video of an object dropping,32,256,256,1.0,65536,00097,train,0
/data/pisa/training_data/psft/00098,a video of an object dropping,32,256,256,1.0,65536,00098,train,0
/data/pisa/training_data/psft/00099,a video of an object dropping,32,256,256,1.0,65536,00099,train,0
/data/pisa/training_data/psft/00100,a video of an object dropping,32,256,256,1.0,65536,00100,train,0
/data/pisa/training_data/psft/00101,a video of an object dropping,32,256,256,1.0,65536,00101,train,0
/data/pisa/training_data/psft/00102,a video of an object dropping,32,256,256,1.0,65536,00102,train,0
/data/pisa/training_data/psft/00103,a video of an object dropping,32,256,256,1.0,65536,00103,train,0
/data/pisa/training_data/psft/00104,a video of an object dropping,32,256,256,1.0,65536,00104,train,0
/data/pisa/training_data/psft/00105,a video of an object dropping,32,256,256,1.0,65536,00105,train,0
/data/pisa/training_data/psft/00106,a video of an object dropping,32,256,256,1.0,65536,00106,train,0
/data/pisa/training_data/psft/00107,a video of an object dropping,32,256,256,1.0,65536,00107,train,0
/data/pisa/training_data/psft/00108,a video of an object dropping,32,256,256,1.0,65536,00108,train,0
/data/pisa/training_data/psft/00109,a video of an object dropping,32,256,256,1.0,65536,00109,train,0
/data/pisa/training_data/psft/00110,a video of an object dropping,32,256,256,1.0,65536,00110,train,0
/data/pisa/training_data/psft/00111,a video of an object dropping,32,256,256,1.0,65536,00111,train,0
/data/pisa/training_data/psft/00112,a video of an object dropping,32,256,256,1.0,65536,00112,train,0
/data/pisa/training_data/psft/00113,a video of an object dropping,32,256,256,1.0,65536,00113,train,0
/data/pisa/training_data/psft/00114,a video of an object dropping,32,256,256,1.0,65536,00114,train,0
/data/pisa/training_data/psft/00115,a video of an object dropping,32,256,256,1.0,65536,00115,train,0
/data/pisa/training_data/psft/00116,a video of an object dropping,32,256,256,1.0,65536,00116,train,0
/data/pisa/training_data/psft/00117,a video of an object dropping,32,256,256,1.0,65536,00117,train,0
/data/pisa/training_data/psft/00118,a video of an object dropping,32,256,256,1.0,65536,00118,train,0
/data/pisa/training_data/psft/00119,a video of an object dropping,32,256,256,1.0,65536,00119,train,0
/data/pisa/training_data/psft/00120,a video of an object dropping,32,256,256,1.0,65536,00120,train,0
/data/pisa/training_data/psft/00121,a video of an object dropping,32,256,256,1.0,65536,00121,train,0
/data/pisa/training_data/psft/00122,a video of an object dropping,32,256,256,1.0,65536,00122,train,0
/data/pisa/training_data/psft/00123,a video of an object dropping,32,256,256,1.0,65536,00123,train,0
/data/pisa/training_data/psft/00124,a video of an object dropping,32,256,256,1.0,65536,00124,train,0
/data/pisa/training_data/psft/00125,a video of an object dropping,32,256,256,1.0,65536,00125,train,0
/data/pisa/training_data/psft/00126,a video of an object dropping,32,256,256,1.0,65536,00126,train,0
/data/pisa/training_data/psft/00127,a video of an object dropping,32,256,256,1.0,65536,00127,train,0
/data/pisa/training_data/psft/00128,a video of an object dropping,32,256,256,1.0,65536,00128,train,0
/data/pisa/training_data/psft/00129,a video of an object dropping,32,256,256,1.0,65536,00129,train,0
/data/pisa/training_data/psft/00130,a video of an object dropping,32,256,256,1.0,65536,00130,train,0
/data/pisa/training_data/psft/00131,a video of an object dropping,32,256,256,1.0,65536,00131,train,0
/data/pisa/training_data/psft/00132,a video of an object dropping,32,256,256,1.0,65536,00132,train,0
/data/pisa/training_data/psft/00133,a video of an object dropping,32,256,256,1.0,65536,00133,train,0
/data/pisa/training_data/psft/00134,a video of an object dropping,32,256,256,1.0,65536,00134,train,0
/data/pisa/training_data/psft/00135,a video of an object dropping,32,256,256,1.0,65536,00135,train,0
/data/pisa/training_data/psft/00136,a video of an object dropping,32,256,256,1.0,65536,00136,train,0
/data/pisa/training_data/psft/00137,a video of an object dropping,32,256,256,1.0,65536,00137,train,0
/data/pisa/training_data/psft/00138,a video of an object dropping,32,256,256,1.0,65536,00138,train,0
/data/pisa/training_data/psft/00139,a video of an object dropping,32,256,256,1.0,65536,00139,train,0
/data/pisa/training_data/psft/00140,a video of an object dropping,32,256,256,1.0,65536,00140,train,0
/data/pisa/training_data/psft/00141,a video of an object dropping,32,256,256,1.0,65536,00141,train,0
/data/pisa/training_data/psft/00142,a video of an object dropping,32,256,256,1.0,65536,00142,train,0
/data/pisa/training_data/psft/00143,a video of an object dropping,32,256,256,1.0,65536,00143,train,0
/data/pisa/training_data/psft/00144,a video of an object dropping,32,256,256,1.0,65536,00144,train,0
/data/pisa/training_data/psft/00145,a video of an object dropping,32,256,256,1.0,65536,00145,train,0
/data/pisa/training_data/psft/00146,a video of an object dropping,32,256,256,1.0,65536,00146,train,0
/data/pisa/training_data/psft/00147,a video of an object dropping,32,256,256,1.0,65536,00147,train,0
/data/pisa/training_data/psft/00148,a video of an object dropping,32,256,256,1.0,65536,00148,train,0
/data/pisa/training_data/psft/00149,a video of an object dropping,32,256,256,1.0,65536,00149,train,0
/data/pisa/training_data/psft/00150,a video of an object dropping,32,256,256,1.0,65536,00150,train,0
/data/pisa/training_data/psft/00151,a video of an object dropping,32,256,256,1.0,65536,00151,train,0
/data/pisa/training_data/psft/00152,a video of an object dropping,32,256,256,1.0,65536,00152,train,0
/data/pisa/training_data/psft/00153,a video of an object dropping,32,256,256,1.0,65536,00153,train,0
/data/pisa/training_data/psft/00154,a video of an object dropping,32,256,256,1.0,65536,00154,train,0
/data/pisa/training_data/psft/00155,a video of an object dropping,32,256,256,1.0,65536,00155,train,0
/data/pisa/training_data/psft/00156,a video of an object dropping,32,256,256,1.0,65536,00156,train,0
/data/pisa/training_data/psft/00157,a video of an object dropping,32,256,256,1.0,65536,00157,train,0
/data/pisa/training_data/psft/00158,a video of an object dropping,32,256,256,1.0,65536,00158,train,0
/data/pisa/training_data/psft/00159,a video of an object dropping,32,256,256,1.0,65536,00159,train,0
/data/pisa/training_data/psft/00160,a video of an object dropping,32,256,256,1.0,65536,00160,train,0
/data/pisa/training_data/psft/00161,a video of an object dropping,32,256,256,1.0,65536,00161,train,0
/data/pisa/training_data/psft/00162,a video of an object dropping,32,256,256,1.0,65536,00162,train,0
/data/pisa/training_data/psft/00163,a video of an object dropping,32,256,256,1.0,65536,00163,train,0
/data/pisa/training_data/psft/00164,a video of an object dropping,32,256,256,1.0,65536,00164,train,0
/data/pisa/training_data/psft/00165,a video of an object dropping,32,256,256,1.0,65536,00165,train,0
/data/pisa/training_data/psft/00166,a video of an object dropping,32,256,256,1.0,65536,00166,train,0
/data/pisa/training_data/psft/00167,a video of an object dropping,32,256,256,1.0,65536,00167,train,0
/data/pisa/training_data/psft/00168,a video of an object dropping,32,256,256,1.0,65536,00168,train,0
/data/pisa/training_data/psft/00169,a video of an object dropping,32,256,256,1.0,65536,00169,train,0
/data/pisa/training_data/psft/00170,a video of an object dropping,32,256,256,1.0,65536,00170,train,0
/data/pisa/training_data/psft/00171,a video of an object dropping,32,256,256,1.0,65536,00171,train,0
/data/pisa/training_data/psft/00172,a video of an object dropping,32,256,256,1.0,65536,00172,train,0
/data/pisa/training_data/psft/00173,a video of an object dropping,32,256,256,1.0,65536,00173,train,0
/data/pisa/training_data/psft/00174,a video of an object dropping,32,256,256,1.0,65536,00174,train,0
/data/pisa/training_data/psft/00175,a video of an object dropping,32,256,256,1.0,65536,00175,train,0
/data/pisa/training_data/psft/00176,a video of an object dropping,32,256,256,1.0,65536,00176,train,0
/data/pisa/training_data/psft/00177,a video of an object dropping,32,256,256,1.0,65536,00177,train,0
/data/pisa/training_data/psft/00178,a video of an object dropping,32,256,256,1.0,65536,00178,train,0
/data/pisa/training_data/psft/00179,a video of an object dropping,32,256,256,1.0,65536,00179,train,0
/data/pisa/training_data/psft/00180,a video of an object dropping,32,256,256,1.0,65536,00180,train,0
/data/pisa/training_data/psft/00181,a video of an object dropping,32,256,256,1.0,65536,00181,train,0
/data/pisa/training_data/psft/00182,a video of an object dropping,32,256,256,1.0,65536,00182,train,0
/data/pisa/training_data/psft/00183,a video of an object dropping,32,256,256,1.0,65536,00183,train,0
/data/pisa/training_data/psft/00184,a video of an object dropping,32,256,256,1.0,65536,00184,train,0
/data/pisa/training_data/psft/00185,a video of an object dropping,32,256,256,1.0,65536,00185,train,0
/data/pisa/training_data/psft/00186,a video of an object dropping,32,256,256,1.0,65536,00186,train,0
/data/pisa/training_data/psft/00187,a video of an object dropping,32,256,256,1.0,65536,00187,train,0
/data/pisa/training_data/psft/00188,a video of an object dropping,32,256,256,1.0,65536,00188,train,0
/data/pisa/training_data/psft/00189,a video of an object dropping,32,256,256,1.0,65536,00189,train,0
/data/pisa/training_data/psft/00190,a video of an object dropping,32,256,256,1.0,65536,00190,train,0
/data/pisa/training_data/psft/00191,a video of an object dropping,32,256,256,1.0,65536,00191,train,0
/data/pisa/training_data/psft/00192,a video of an object dropping,32,256,256,1.0,65536,00192,train,0
/data/pisa/training_data/psft/00193,a video of an object dropping,32,256,256,1.0,65536,00193,train,0
/data/pisa/training_data/psft/00194,a video of an object dropping,32,256,256,1.0,65536,00194,train,0
/data/pisa/training_data/psft/00195,a video of an object dropping,32,256,256,1.0,65536,00195,train,0
/data/pisa/training_data/psft/00196,a video of an object dropping,32,256,256,1.0,65536,00196,train,0
/data/pisa/training_data/psft/00197,a video of an object dropping,32,256,256,1.0,65536,00197,train,0
/data/pisa/training_data/psft/00198,a video of an object dropping,32,256,256,1.0,65536,00198,train,0
/data/pisa/training_data/psft/00199,a video of an object dropping,32,256,256,1.0,65536,00199,train,0
/data/pisa/training_data/psft/00200,a video of an object dropping,32,256,256,1.0,65536,00200,train,0
/data/pisa/training_data/psft/00201,a video of an object dropping,32,256,256,1.0,65536,00201,train,0
/data/pisa/training_data/psft/00202,a video of an object dropping,32,256,256,1.0,65536,00202,train,0
/data/pisa/training_data/psft/00203,a video of an object dropping,32,256,256,1.0,65536,00203,train,0
/data/pisa/training_data/psft/00204,a video of an object dropping,32,256,256,1.0,65536,00204,train,0
/data/pisa/training_data/psft/00205,a video of an object dropping,32,256,256,1.0,65536,00205,train,0
/data/pisa/training_data/psft/00206,a video of an object dropping,32,256,256,1.0,65536,00206,train,0
/data/pisa/training_data/psft/00207,a video of an object dropping,32,256,256,1.0,65536,00207,train,0
/data/pisa/training_data/psft/00208,a video of an object dropping,32,256,256,1.0,65536,00208,train,0
/data/pisa/training_data/psft/00209,a video of an object dropping,32,256,256,1.0,65536,00209,train,0
/data/pisa/training_data/psft/00210,a video of an object dropping,32,256,256,1.0,65536,00210,train,0
/data/pisa/training_data/psft/00211,a video of an object dropping,32,256,256,1.0,65536,00211,train,0
/data/pisa/training_data/psft/00212,a video of an object dropping,32,256,256,1.0,65536,00212,train,0
/data/pisa/training_data/psft/00213,a video of an object dropping,32,256,256,1.0,65536,00213,train,0
/data/pisa/training_data/psft/00214,a video of an object dropping,32,256,256,1.0,65536,00214,train,0
/data/pisa/training_data/psft/00215,a video of an object dropping,32,256,256,1.0,65536,00215,train,0
/data/pisa/training_data/psft/00216,a video of an object dropping,32,256,256,1.0,65536,00216,train,0
/data/pisa/training_data/psft/00217,a video of an object dropping,32,256,256,1.0,65536,00217,train,0
/data/pisa/training_data/psft/00218,a video of an object dropping,32,256,256,1.0,65536,00218,train,0
/data/pisa/training_data/psft/00219,a video of an object dropping,32,256,256,1.0,65536,00219,train,0
/data/pisa/training_data/psft/00220,a video of an object dropping,32,256,256,1.0,65536,00220,train,0
/data/pisa/training_data/psft/00221,a video of an object dropping,32,256,256,1.0,65536,00221,train,0
/data/pisa/training_data/psft/00222,a video of an object dropping,32,256,256,1.0,65536,00222,train,0
/data/pisa/training_data/psft/00223,a video of an object dropping,32,256,256,1.0,65536,00223,train,0
/data/pisa/training_data/psft/00224,a video of an object dropping,32,256,256,1.0,65536,00224,train,0
/data/pisa/training_data/psft/00225,a video of an object dropping,32,256,256,1.0,65536,00225,train,0
/data/pisa/training_data/psft/00226,a video of an object dropping,32,256,256,1.0,65536,00226,train,0
/data/pisa/training_data/psft/00227,a video of an object dropping,32,256,256,1.0,65536,00227,train,0
/data/pisa/training_data/psft/00228,a video of an object dropping,32,256,256,1.0,65536,00228,train,0
/data/pisa/training_data/psft/00229,a video of an object dropping,32,256,256,1.0,65536,00229,train,0
/data/pisa/training_data/psft/00230,a video of an object dropping,32,256,256,1.0,65536,00230,train,0
/data/pisa/training_data/psft/00231,a video of an object dropping,32,256,256,1.0,65536,00231,train,0
/data/pisa/training_data/psft/00232,a video of an object dropping,32,256,256,1.0,65536,00232,train,0
/data/pisa/training_data/psft/00233,a video of an object dropping,32,256,256,1.0,65536,00233,train,0
/data/pisa/training_data/psft/00234,a video of an object dropping,32,256,256,1.0,65536,00234,train,0
/data/pisa/training_data/psft/00235,a video of an object dropping,32,256,256,1.0,65536,00235,train,0
/data/pisa/training_data/psft/00236,a video of an object dropping,32,256,256,1.0,65536,00236,train,0
/data/pisa/training_data/psft/00237,a video of an object dropping,32,256,256,1.0,65536,00237,train,0
/data/pisa/training_data/psft/00238,a video of an object dropping,32,256,256,1.0,65536,00238,train,0
/data/pisa/training_data/psft/00239,a video of an object dropping,32,256,256,1.0,65536,00239,train,0
/data/pisa/training_data/psft/00240,a video of an object dropping,32,256,256,1.0,65536,00240,train,0
/data/pisa/training_data/psft/00241,a video of an object dropping,32,256,256,1.0,65536,00241,train,0
/data/pisa/training_data/psft/00242,a video of an object dropping,32,256,256,1.0,65536,00242,train,0
/data/pisa/training_data/psft/00243,a video of an object dropping,32,256,256,1.0,65536,00243,train,0
/data/pisa/training_data/psft/00244,a video of an object dropping,32,256,256,1.0,65536,00244,train,0
/data/pisa/training_data/psft/00245,a video of an object dropping,32,256,256,1.0,65536,00245,train,0
/data/pisa/training_data/psft/00246,a video of an object dropping,32,256,256,1.0,65536,00246,train,0
/data/pisa/training_data/psft/00247,a video of an object dropping,32,256,256,1.0,65536,00247,train,0
/data/pisa/training_data/psft/00248,a video of an object dropping,32,256,256,1.0,65536,00248,train,0
/data/pisa/training_data/psft/00249,a video of an object dropping,32,256,256,1.0,65536,00249,train,0
/data/pisa/training_data/psft/00250,a video of an object dropping,32,256,256,1.0,65536,00250,train,0
/data/pisa/training_data/psft/00251,a video of an object dropping,32,256,256,1.0,65536,00251,train,0
/data/pisa/training_data/psft/00252,a video of an object dropping,32,256,256,1.0,65536,00252,train,0
/data/pisa/training_data/psft/00253,a video of an object dropping,32,256,256,1.0,65536,00253,train,0
/data/pisa/training_data/psft/00254,a video of an object dropping,32,256,256,1.0,65536,00254,train,0
/data/pisa/training_data/psft/00255,a video of an object dropping,32,256,256,1.0,65536,00255,train,0
/data/pisa/training_data/psft/00256,a video of an object dropping,32,256,256,1.0,65536,00256,train,0
/data/pisa/training_data/psft/00257,a video of an object dropping,32,256,256,1.0,65536,00257,train,0
/data/pisa/training_data/psft/00258,a video of an object dropping,32,256,256,1.0,65536,00258,train,0
/data/pisa/training_data/psft/00259,a video of an object dropping,32,256,256,1.0,65536,00259,train,0
/data/pisa/training_data/psft/00260,a video of an object dropping,32,256,256,1.0,65536,00260,train,0
/data/pisa/training_data/psft/00261,a video of an object dropping,32,256,256,1.0,65536,00261,train,0
/data/pisa/training_data/psft/00262,a video of an object dropping,32,256,256,1.0,65536,00262,train,0
/data/pisa/training_data/psft/00263,a video of an object dropping,32,256,256,1.0,65536,00263,train,0
/data/pisa/training_data/psft/00264,a video of an object dropping,32,256,256,1.0,65536,00264,train,0
/data/pisa/training_data/psft/00265,a video of an object dropping,32,256,256,1.0,65536,00265,train,0
/data/pisa/training_data/psft/00266,a video of an object dropping,32,256,256,1.0,65536,00266,train,0
/data/pisa/training_data/psft/00267,a video of an object dropping,32,256,256,1.0,65536,00267,train,0
/data/pisa/training_data/psft/00268,a video of an object dropping,32,256,256,1.0,65536,00268,train,0
/data/pisa/training_data/psft/00269,a video of an object dropping,32,256,256,1.0,65536,00269,train,0
/data/pisa/training_data/psft/00270,a video of an object dropping,32,256,256,1.0,65536,00270,train,0
/data/pisa/training_data/psft/00271,a video of an object dropping,32,256,256,1.0,65536,00271,train,0
/data/pisa/training_data/psft/00272,a video of an object dropping,32,256,256,1.0,65536,00272,train,0
/data/pisa/training_data/psft/00273,a video of an object dropping,32,256,256,1.0,65536,00273,train,0
/data/pisa/training_data/psft/00274,a video of an object dropping,32,256,256,1.0,65536,00274,train,0
/data/pisa/training_data/psft/00275,a video of an object dropping,32,256,256,1.0,65536,00275,train,0
/data/pisa/training_data/psft/00276,a video of an object dropping,32,256,256,1.0,65536,00276,train,0
/data/pisa/training_data/psft/00277,a video of an object dropping,32,256,256,1.0,65536,00277,train,0
/data/pisa/training_data/psft/00278,a video of an object dropping,32,256,256,1.0,65536,00278,train,0
/data/pisa/training_data/psft/00279,a video of an object dropping,32,256,256,1.0,65536,00279,train,0
/data/pisa/training_data/psft/00280,a video of an object dropping,32,256,256,1.0,65536,00280,train,0
/data/pisa/training_data/psft/00281,a video of an object dropping,32,256,256,1.0,65536,00281,train,0
/data/pisa/training_data/psft/00282,a video of an object dropping,32,256,256,1.0,65536,00282,train,0
/data/pisa/training_data/psft/00283,a video of an object dropping,32,256,256,1.0,65536,00283,train,0
/data/pisa/training_data/psft/00284,a video of an object dropping,32,256,256,1.0,65536,00284,train,0
/data/pisa/training_data/psft/00285,a video of an object dropping,32,256,256,1.0,65536,00285,train,0
/data/pisa/training_data/psft/00286,a video of an object dropping,32,256,256,1.0,65536,00286,train,0
/data/pisa/training_data/psft/00287,a video of an object dropping,32,256,256,1.0,65536,00287,train,0
/data/pisa/training_data/psft/00288,a video of an object dropping,32,256,256,1.0,65536,00288,train,0
/data/pisa/training_data/psft/00289,a video of an object dropping,32,256,256,1.0,65536,00289,train,0
/data/pisa/training_data/psft/00290,a video of an object dropping,32,256,256,1.0,65536,00290,train,0
/data/pisa/training_data/psft/00291,a video of an object dropping,32,256,256,1.0,65536,00291,train,0
/data/pisa/training_data/psft/00292,a video of an object dropping,32,256,256,1.0,65536,00292,train,0
/data/pisa/training_data/psft/00293,a video of an object dropping,32,256,256,1.0,65536,00293,train,0
/data/pisa/training_data/psft/00294,a video of an object dropping,32,256,256,1.0,65536,00294,train,0
/data/pisa/training_data/psft/00295,a video of an object dropping,32,256,256,1.0,65536,00295,train,0
/data/pisa/training_data/psft/00296,a video of an object dropping,32,256,256,1.0,65536,00296,train,0
/data/pisa/training_data/psft/00297,a video of an object dropping,32,256,256,1.0,65536,00297,train,0
/data/pisa/training_data/psft/00298,a video of an object dropping,32,256,256,1.0,65536,00298,train,0
/data/pisa/training_data/psft/00299,a video of an object dropping,32,256,256,1.0,65536,00299,train,0
/data/pisa/training_data/psft/00300,a video of an object dropping,32,256,256,1.0,65536,00300,train,0
/data/pisa/training_data/psft/00301,a video of an object dropping,32,256,256,1.0,65536,00301,train,0
